name,classification,parse,name_variations
RUTH,F,RUTH (2T),|RHUT|RUHT|RUT|RUTH|
RUIDEGLAN,M,RUIDEGLAN (2DlM),|RUIDEGLAN|
RUIDEMAR,M,RUIDEMAR (2DMR),|RUIDEMAR|
RUIDGLAN,M,RUIDGLAN (2DlM),|RUIDGLAN|
RULIANO,M,RULIANO (2),|RULIANO|
RULIO,M,RULIO (2),|RULIO|
RULLIAN,M,RULLIAN (2M),|RULLIAN|RULLYAN|
RUMUALDO,M,RUMUALDO (2MD),|RUMALDO|RUMILDO|RUMOALDO|RUMUALDO|
RUMANA,F,RUMANA (2M),|RUMANA|
RUMAO,M,RUMAO (2M),|RUMAO|
RUMENIG,M,RUMENIG (2M),|RUMENIG|
RUMENIGUE,M,RUMENIGUE (2MG),|RUMENIGUE|
RUMENIQUE,M,RUMENIQUE (2MK),|RUMENIQUE|
RUMI,F,RUMI (2M),|RUMI|
RUMILDA,F,RUMILDA (2MD),|RUMILDA|
RUMMENIGGE,M,RUMMENIGGE (2MMJ),|RUMMENIGGE|
RUNA,F,RUNA (2),|RUNA|
RUNI,M,RUNI (2),|RUNI|
RUPERT,M,RUPERT (2PRT),|RUPERT|
RUPERTO,M,RUPERTO (2PRT),|RUPERTO|
RURIEL,M,RURIEL (2R),|RURIEL|
RURIK,M,RURIK (2RK),|RURIK|
RUSCAIA,F,RUSCAIA (2SK),|RUSCAIA|
RUSDAEL,M,RUSDAEL (2SD),|RUSDAEL|
RUSEMBERG,M,RUSEMBERG (2SMBR),|RUSEMBERG|
RUSEVEL,M,RUSEVEL (2SV),|RUSEVEL|RUZEVEL|
RUZIA,F,RUZIA (2Z),|RUSIA|RUZIA|
RUSIANE,F,RUSIANE (2S),|RUSIANE|RUZIANE|
RUSIEL,M,RUSIEL (2S),|RUSIEL|RUZIEL|
RUSIMAR,M,RUSIMAR (2SMR),|RUSIMAR|RUZIMAR|
RUSINEI,M,RUSINEI (2S),|RUSINEI|
RUSINEIDE,F,RUSINEIDE (2SD),|RUSINEIDE|
RUZINETE,F,RUZINETE (2ZT),|RUSINETE|RUZINETE|
RUSIVANIA,F,RUSIVANIA (2SV),|RUSIVANIA|
RUSIVEL,M,RUSIVEL (2SV),|RUSIVAL|RUSIVEL|RUZIVEL|
RUSLAN,M,RUSLAN (2SlM),|RUSLAN|
RUSLANA,F,RUSLANA (2Sl),|RUSLANA|
RUSLANE,F,RUSLANE (2Sl),|RUSLANE|
RUSLEY,M,RUSLEY (2SI),|RUSLEY|
RUSSEL,M,RUSSEL (2S),|RUSSEL|RUSSIEL|
RUSSELL,M,RUSSELL (2S),|RUSSELL|
RUSSEN,M,RUSSEN (2S),|RUSSEN|
RUSSIAN,M,RUSSIAN (2SM),|RUSSIAN|
RUSSIANE,F,RUSSIANE (2S),|RUSSIANE|
RUSSO,M,RUSSO (2S),|RUSSO|
RUSTON,M,RUSTON (2STM),|RUSTON|
RUSVEL,M,RUSVEL (2SV),|RUSVEL|
RUTECLEIA,F,RUTECLEIA (2TKI),|RUTECLEIA|
RUTILEA,F,RUTILEA (2T),|RUTELEA|RUTHLEA|RUTILEA|
RUTILEIA,F,RUTILEIA (2TI),|RUTELEIA|RUTHILEIA|RUTHLEIA|RUTILEIA|RUTLEIA|
RUTILENE,F,RUTILENE (2T),|RUTELENE|RUTHELENE|RUTHILENE|RUTHLENE|RUTILENE|RUTLENE|
RUTEMBERG,M,RUTEMBERG (2TMBR),|RUTEMBERG|
RUTEMBERGUE,M,RUTEMBERGUE (2TMBRG),|RUTEMBERGUE|
RUTENBERG,M,RUTENBERG (2TBR),|RUTENBERG|
RUTENEIA,F,RUTENEIA (2TI),|RUTENEIA|
RUTENIA,F,RUTENIA (2T),|RUTENIA|
RUTENIO,M,RUTENIO (2T),|RUTENIO|RUTHENIO|
RUTHCLEIA,F,RUTHCLEIA (2TKI),|RUTHCLEIA|
RUTIELE,F,RUTIELE (2T),|RUTHELE|RUTHIELE|RUTIELE|RUTYELE|
RUTIELEN,F,RUTIELEN (2TM),|RUTHELEN|RUTIELEM|RUTIELEN|
RUTIELLE,F,RUTIELLE (2T),|RUTHELLE|RUTHIELLE|RUTHYELLE|RUTIELLE|
RUTHELLEN,F,RUTHELLEN (2TM),|RUTHELLEN|RUTIELLEN|
RUTIELLY,F,RUTIELLY (2TI),|RUTHELLY|RUTHIELLY|RUTIELLI|RUTIELLY|
RUTI,F,RUTI (2T),|RHUTI|RUTHI|RUTHY|RUTI|RUTIR|RUTY|
RUTIANE,F,RUTIANE (2T),|RUTHIANE|RUTIANE|
RUTIELI,F,RUTIELI (2T),|RUTHIELI|RUTHIELY|RUTIELI|RUTIELY|RUTILEI|RUTYELI|
RUTINEIA,F,RUTINEIA (2TI),|RUTHINEIA|RUTINEIA|
RUTHNEA,F,RUTHNEA (2T),|RUTHNEA|
RUTNEIA,F,RUTNEIA (2TI),|RUTHNEIA|RUTNEIA|
RUTIA,F,RUTIA (2T),|RUTIA|
RUTIANA,F,RUTIANA (2T),|RUTIANA|
RUTIANI,F,RUTIANI (2T),|RUTIANI|
RUTICLEIA,F,RUTICLEIA (2TKI),|RUTICLEIA|
RUTIENE,F,RUTIENE (2T),|RUTIENE|
RUTIERI,M,RUTIERI (2T),|RUTIERI|
RUTILA,F,RUTILA (2Tl),|RUTILA|
RUTILANE,F,RUTILANE (2Tl),|RUTILANE|
RUTILDE,F,RUTILDE (2TD),|RUTILDE|
RUTILEIDE,F,RUTILEIDE (2TD),|RUTILEIDE|
RUTILENA,F,RUTILENA (2T),|RUTILENA|
RUTILIO,M,RUTILIO (2T),|RUTILIO|
RUTIMAR,F,RUTIMAR (2TMR),|RUTIMAR|
RUTINALDO,M,RUTINALDO (2TD),|RUTINALDO|
RUTINALVA,F,RUTINALVA (2TV),|RUTINALVA|
RUTINARA,F,RUTINARA (2TR),|RUTINARA|
RUTINEA,F,RUTINEA (2T),|RUTINEA|
RUTINEI,F,RUTINEI (2T),|RUTINEI|
RUTINEIDE,F,RUTINEIDE (2TD),|RUTINEIDE|
RUTISON,M,RUTISON (2TSM),|RUTISON|
RUTSON,M,RUTSON (2TSM),|RUTSON|
RUTT,F,RUTT (2TT),|RUTT|
RUTTE,F,RUTTE (2TT),|RUTTE|
RUTTI,F,RUTTI (2TT),|RUTTI|RUTTY|
RUVIA,F,RUVIA (2V),|RUVIA|
RWAN,M,RWAN (2VM),|RWAN|
RYO,M,RYO (2I),|RYO|
RYOICHI,M,RYOICHI (2IX),|RYOICHI|
RYU,M,RYU (2I),|RIU|RYU|
SAAD,M,SAAD (SD),|SAAD|SAD|
SABA,F,SABA (SB),|SAADA|SABA|SABAH|SADA|
SADE,M,SADE (SD),|SAADE|SADAE|SADE|SADER|
SADIA,F,SADIA (SD),|SAADIA|SAADYA|SABIA|SADIA|ZADIA|
SANA,F,SANA (S),|SAANA|SANA|SANNA|ZANA|
SANE,F,SANE (S),|SAANE|SANAE|SANE|SANER|SANNE|ZAANE|ZANE|
SANY,F,SANY (SI),|SAANY|SANEI|SANEY|SANI|SANIR|SANNI|SANNY|SANY|ZANEI|ZANI|ZANIR|ZANY|
SARA,F,SARA (SR),|SAARA|SAARAH|SAHARA|SAHRA|SARA|SARAA|SARAH|SARAR|SARHA|SARRA|ZAHARA|ZAHRA|ZAHRAA|ZARA|ZARAH|
SABAS,M,SABAS (SBS),|SABAS|
SABASTIANA,F,SABASTIANA (SBST),|SABASTIANA|
SABASTIAO,M,SABASTIAO (SBST),|SABASTIAO|
SABATA,F,SABATA (SBT),|SABATA|SABATHA|
SABATINO,M,SABATINO (SBT),|SABATINO|
SABDRO,M,SABDRO (SBDR),|SABDRO|
SADILA,F,SADILA (SDl),|SAADILA|SABELA|SADALA|SADILA|
SABIANA,F,SABIANA (SB),|SABIANA|
SABINA,F,SABINA (SB),|SABINA|SADINA|
SABINE,F,SABINE (SB),|SABINE|
SABINI,F,SABINI (SB),|SABINI|
SABINIANO,M,SABINIANO (SB),|SABINIANO|
SABINO,M,SABINO (SB),|SABINO|
SABLINA,F,SABLINA (SB),|SABLINA|
SABLINE,F,SABLINE (SB),|SABLINE|
SABRIA,F,SABRIA (SBR),|SABRIA|SADRIA|
SABRIANA,F,SABRIANA (SBR),|SABRIANA|SADRIANA|
SABRIANE,F,SABRIANE (SBR),|SABRIANE|SADRIANE|
SABRICIA,F,SABRICIA (SBRS),|SABRICIA|
SABRICIO,M,SABRICIO (SBRS),|SABRICIO|
SABRIELE,F,SABRIELE (SBR),|SABRIELE|SADRIELE|
SABRINA,F,SABRINA (SBR),|SABRINA|SABRINHA|SABRINNA|SABRYNA|SABRYNNA|SADRINA|
SABRINE,F,SABRINE (SBR),|SABRINE|SABRINNE|SABRYNE|SADRINE|
SABRINI,F,SABRINI (SBR),|SABRINI|SABRINNY|SABRINY|
SABRINO,M,SABRINO (SBR),|SABRINO|
SABTA,F,SABTA (SBT),|SABTA|
SABURO,M,SABURO (SBR),|SABURO|
SASHA,F,SASHA (SX),|SACHA|SASHA|SAXA|
SACHIE,F,SACHIE (SX),|SACHIE|
SACHIKO,F,SACHIKO (SX),|SACHICO|SACHIKO|SASHIKO|
SACRAMENTO,F,SACRAMENTO (SKRMT),|SACRAMENTO|
SADAK,M,SADAK (SDK),|SADAK|
SADAN,M,SADAN (SDM),|SADAM|SADAN|
SADAO,M,SADAO (SD),|SADAO|
SADAU,M,SADAU (SD),|SADAU|
SADI,M,SADI (SD),|SADI|SADIR|SADY|SADYR|ZADI|ZADIR|ZADY|
SADIANE,F,SADIANE (SD),|SADIANE|
ZADIEL,M,ZADIEL (ZD),|SABEL|SADAL|SADIEL|ZABEL|ZADIEL|
SADIMAR,M,SADIMAR (SDMR),|SADIMAR|
SABIO,M,SABIO (SB),|SABIO|SADIO|
SADIOMAR,M,SADIOMAR (SDMR),|SADIOMAR|
SADIRA,F,SADIRA (SD),|SADIRA|
SADJA,F,SADJA (SDJ),|SADJA|
SADNA,F,SADNA (SD),|SADNA|
SADOC,M,SADOC (SDK),|SADOC|
SADOQUE,M,SADOQUE (SDK),|SADOQUE|ZADOQUE|
SADRA,F,SADRA (SDR),|SADRA|
SADRAK,M,SADRAK (SDRK),|SADRAC|SADRAK|
SADRACK,M,SADRACK (SDRKK),|SADRACK|
SADRAQUE,M,SADRAQUE (SDRK),|SADRAQUE|
SADRAQUI,M,SADRAQUI (SDRK),|SADRAQUI|
SADSON,M,SADSON (SDSM),|SADSON|
SAED,M,SAED (SD),|SAED|
SAUL,M,SAUL (S),|SAEL|SAL|SAUEL|SAUL|SIEL|SIL|SOEL|SOL|SUAIL|SUEL|SUHAIL|ZAEL|ZAIL|ZAUL|ZEL|ZIEL|ZIL|ZOEL|ZUEL|ZUIL|
SUELE,F,SUELE (S),|SAELE|SAILE|SALE|SALEH|SAULE|SEILE|SELE|SIELE|SILE|SILER|SOELE|SUEILE|SUELE|SUIELE|SUILE|SULE|ZAILE|ZEILE|ZELE|ZIELE|ZILE|
SUELEN,F,SUELEN (SM),|SAELEN|SALEM|SALEN|SELEM|SELEN|SEULEN|SIELEM|SIELEN|SILEM|SILEN|SOELEM|SOELEN|SOLEN|SUEELEN|SUELEM|SUELEN|SUELENN|SUHELEN|SUIELEN|SUILEN|SULEM|SULEN|
SUELI,F,SUELI (S),|SAELI|SAILI|SALI|SALIR|SALY|SAULI|SEILI|SELEI|SELI|SELIR|SELUI|SELY|SEOLI|SEULI|SIELEI|SIELI|SIELY|SILEI|SILEIR|SILEY|SILI|SOELI|SOELIR|SOELY|SOILI|SOLEI|SOLEIR|SOLI|SOLY|SUEILI|SUELEI|SUELEY|SUELI|SUELIR|SUELIY|SUELY|SUIELI|SUILEI|SUILI|SUILY|SULEI|SULEIR|SULEY|SULI|SULY|SUYLI|ZAELI|ZALI|ZALY|ZEILI|ZELEI|ZELI|ZELIR|ZELY|ZIELI|ZILEI|ZILEY|ZILI|ZOELI|ZOLI|ZUELI|ZUELY|ZULEI|ZULI|
ZENE,F,ZENE (Z),|SAENE|SENE|ZAENE|ZENE|ZENER|
SAFIA,F,SAFIA (SF),|SAFIA|SAPHIA|
SAFIRA,F,SAFIRA (SF),|SAFIRA|SAFYRA|SAPHIRA|ZAFIRA|
SAFIRE,F,SAFIRE (SF),|SAFIRE|
SAFIRI,F,SAFIRI (SF),|SAFIRI|
SAGIANE,F,SAGIANE (SJ),|SAGIANE|
SAGNA,F,SAGNA (S),|SAGNA|
SAGRAMOR,F,SAGRAMOR (SRMR),|SAGRAMOR|
SAHA,F,SAHA (S),|SAHA|SAHAR|SAR|SARH|
SAID,M,SAID (SD),|SAHID|SAID|SAYD|ZAID|ZIAD|
ZAIANA,F,ZAIANA (ZI),|SAIANA|ZAIANA|
SAIANARA,F,SAIANARA (SIR),|SAIANARA|
SAIANE,F,SAIANE (SI),|SAIANE|SAYANE|SAYANNE|ZAIANE|ZAYANE|
SAIANI,F,SAIANI (SI),|SAIANI|
SAIARA,F,SAIARA (SIR),|SAIARA|SAYARA|ZAIARA|
ZAIDA,F,ZAIDA (ZD),|SAIDA|SAYDA|ZAIDA|ZAYDA|
ZAIDE,F,ZAIDE (ZD),|SAIDE|SAYDE|ZAIDE|ZAIDER|
SAIDI,M,SAIDI (SD),|SAIDI|SAIDY|ZAIDI|ZAIDIR|
ZILA,F,ZILA (Zl),|SAILA|SALA|SALAH|SAULA|SAYLA|SEILA|SELA|SELHA|SEULA|SEYLA|SILA|SILAR|SIULA|SOELHA|SOILA|SOYLA|SUEILA|SUELA|SUELHA|SUEYLA|SUHAILA|SUHAYLA|SUILA|SULA|SUYLA|SYLA|ZAILA|ZEILA|ZELA|ZELHA|ZEULA|ZILA|ZILAH|ZILAR|ZILHA|ZIULA|ZOILA|ZOLA|ZUILA|ZULA|
SAULO,M,SAULO (Sl),|SAILO|SALO|SAOLO|SAULO|SELHO|SILO|SOLO|SOULO|SUELHO|SUELO|SULO|ZELHO|ZILO|ZOILO|ZUILO|
SOLON,M,SOLON (SlM),|SAILON|SALOM|SALON|SAULON|SAYLON|SILOM|SILON|SOLOM|SOLON|SUELON|ZILON|
SAIMA,F,SAIMA (SM),|SAIMA|SAYMA|
ZAIME,M,ZAIME (ZM),|SAIME|SUIAME|ZAIME|
SAIMO,M,SAIMO (SM),|SAIMO|SAYMO|
SAIMON,M,SAIMON (SMM),|SAIMOM|SAIMON|SAYMOM|SAYMON|SAYMONN|
ZAINA,F,ZAINA (Z),|SAINA|SAYNA|SIANA|SUIANA|SUYANA|ZAINA|ZIANA|
SAINARA,F,SAINARA (SR),|SAINARA|SAYNARA|SIANARA|ZAINARA|
SUIANE,F,SUIANE (SI),|SAINE|SAYNE|SIANE|SIANNE|SUIANE|SUIANNE|SUYANE|SUYANNE|SYANE|SYANNE|ZAINE|ZAINER|ZAINNE|ZAYNE|ZAYNNE|ZIANE|
SAINT,M,SAINT (ST),|SAINT|
SAINTCLAIR,M,SAINTCLAIR (STKlR),|SAINTCLAIR|
SAIOMARA,F,SAIOMARA (SIMR),|SAIOMARA|
SAIONARA,F,SAIONARA (SIR),|SAIONARA|ZAIONARA|
SAIONARIA,F,SAIONARIA (SIR),|SAIONARIA|
ZAIR,F,ZAIR (ZR),|SAIR|SUIA|SUYA|ZAHIR|ZAI|ZAIR|
ZAIRA,F,ZAIRA (Z),|SAIRA|SAYRA|SIARA|SUIARA|SUYARA|SYARA|ZAHIRA|ZAIRA|ZAYRA|ZIARA|
ZAIRO,M,ZAIRO (Z),|SAIRO|SAYRO|ZAIRO|
SAIRON,M,SAIRON (SM),|SAIROM|SAIRON|SAYRON|ZAIRON|
SAIURE,F,SAIURE (SIR),|SAIURE|SAYURE|
SAYURI,F,SAYURI (SIR),|SAIURI|SAIURY|SAYURI|SAYURY|
SAIZA,F,SAIZA (SZ),|SAIZA|
SAKAE,F,SAKAE (SK),|SAKAE|
SAKAI,F,SAKAI (SK),|SAKAI|ZAKIA|
SALACIEL,M,SALACIEL (SlS),|SALACIEL|
SALADINO,M,SALADINO (SlD),|SALADINO|
SUILAN,F,SUILAN (SlM),|SALAM|SALAN|SILAN|SIULAN|SLAN|SOLAN|SUELAN|SUILAM|SUILAN|SULAN|SUYLAN|ZILAN|
SALAMAO,M,SALAMAO (SlM),|SALAMAO|
SILANA,F,SILANA (Sl),|SALANA|SILANA|SOLANA|SUELANA|SULANA|ZILANA|
SUELANE,F,SUELANE (Sl),|SAILANE|SALANE|SEILANE|SELANE|SILANE|SIULANE|SLANE|SOELANE|SOLANE|SUELANE|SUILANE|SULANE|SUYLANE|ZEILANE|ZELANE|ZILANE|ZULANE|
SALASTIEL,M,SALASTIEL (SlST),|SALASTIEL|
SALATIEL,M,SALATIEL (SlT),|SALATEL|SALATHIEL|SALATIAL|SALATIEL|SELATIEL|
SALATIELE,F,SALATIELE (SlT),|SALATIELE|
SALATIER,M,SALATIER (SlTR),|SALATIE|SALATIER|
SALATIEU,M,SALATIEU (SlT),|SALATIEU|
SALAZAR,M,SALAZAR (SlZR),|SALAZAR|
SALDANHA,M,SALDANHA (SD3),|SALDANHA|
ZILDIR,F,ZILDIR (ZDR),|SALDI|SALDIR|SELBI|SELDI|SOLDI|SUELDI|ZALDI|ZALDIR|ZILDEIR|ZILDI|ZILDIR|
SILECIA,F,SILECIA (SS),|SALECIA|SILECIA|
SALECIO,M,SALECIO (SS),|SALECIO|SILECIO|
ZULEIDE,F,ZULEIDE (ZD),|SALEIDE|SELEIDE|SILEIDE|SOLEIDE|SOLIDE|SUELEIDE|SULEIDE|ZELEIDE|ZELIDE|ZILEIDE|ZOLEIDE|ZULEIDE|ZULIDE|
SELENA,F,SELENA (S),|SALENA|SELENA|SILENA|SOLENA|SUELENA|SULENA|ZELENA|ZILENA|ZULENA|
SILENE,F,SILENE (S),|SALENE|SELENE|SIELENE|SILENE|SIOLENE|SOELENE|SOILENE|SOLENE|SUELENE|SUILENE|SULENE|SYLENE|ZALENE|ZELENE|ZILENE|ZIULENE|ZOLENE|ZUILENE|ZULENE|
SOLENI,F,SOLENI (S),|SALENI|SELENI|SELENIR|SELENY|SILENI|SILENIR|SILENY|SOLENI|SOLENIR|SOLENY|SUELENI|SUELENIR|SUELENY|SULENI|SULENIR|SULENY|ZELENI|ZELENIR|ZILENI|ZULENI|ZULENIR|
SALERMO,M,SALERMO (SRM),|SALERMO|
SALES,M,SALES (SS),|SALES|SELES|SILES|SUELES|
SILESIA,F,SILESIA (SS),|SALESIA|SALEZIA|SELESIA|SELEZIA|SILESIA|SILEZIA|
SALESIO,M,SALESIO (SS),|SALESIO|SALEZIO|SELESIO|SELEZIO|SILESIO|SILEZIO|
SALET,F,SALET (ST),|SALET|SALETH|
SALETE,F,SALETE (ST),|SALETE|SALETHE|SELETE|SILETE|SOLETE|SUELETE|ZALETE|ZILETE|ZOLETE|ZULETE|
SALETI,F,SALETI (ST),|SALETI|SALETY|
SALETIEL,M,SALETIEL (ST),|SALETIEL|
SALETTE,F,SALETTE (STT),|SALETTE|
ZELIA,F,ZELIA (Z),|SALIA|SELAIR|SELIA|SIELIA|SILAI|SILAIR|SILIA|SOELIA|SOLAIR|SOLIA|SUELIA|SUILIA|SULIA|SYLIA|ZALIA|ZELAIR|ZELHIA|ZELIA|ZILAI|ZILAIR|ZILIA|ZOELIA|ZOLAIR|ZULAIR|ZULIA|
SULIANA,F,SULIANA (S),|SALIANA|SELIANA|SILIANA|SOLIANA|SUELIANA|SULIANA|ZELIANA|ZILIANA|
SUELAINE,F,SUELAINE (Sl),|SALIANE|SELAINE|SELIANE|SILAINE|SILIANE|SLAINE|SLAYNE|SOELAINE|SOLAINE|SOLAYNE|SOLIANE|SUELAINE|SUELAYNE|SUELIANE|SULAINE|SULAYNE|SULIANE|SULYANE|ZELAINE|ZELIANE|ZILAINE|ZILIANE|ZOLAINE|ZULAINE|ZULIANE|
SILOEL,M,SILOEL (Sl),|SALIEL|SELIEL|SILAEL|SILOEL|SOLIEL|
SOLIENE,F,SOLIENE (S),|SALIENE|SELIENE|SILIENE|SOLIENE|SUELIENE|SULIENE|ZELIENE|ZULIENE|
SULIETE,F,SULIETE (ST),|SALIETE|SOLIETE|SULIETE|ZELIETE|
SALIM,M,SALIM (SM),|SALIM|SALIN|SELIM|SELIN|SOELIN|SUELIM|SUELIN|SUELYM|SUELYN|
SOLIMAR,F,SOLIMAR (SMR),|SALIMA|SALIMAR|SELIMA|SELIMAR|SILEIMAR|SILIMAR|SOLIMA|SOLIMAR|SUELIMAR|SULEIMA|SULEIMAR|SULIMA|SULIMAR|ZELIMA|ZELIMAR|ZOLIMA|ZULEIMA|ZULEIMAR|ZULIMA|ZULIMAR|
SALIME,F,SALIME (SM),|SALIME|
ZELINA,F,ZELINA (Z),|SALINA|SAULINA|SELINA|SILINA|SOLINA|SUELINA|SULINA|ZALINA|ZAULINA|ZELINA|ZELINHA|ZOLINA|ZULEINA|ZULINA|ZULINAR|
SELINE,F,SELINE (S),|SALINE|SELINE|SILEINE|SILINE|SOLEINE|SOLINE|SUELINE|SULEINE|SULINE|ZELINE|ZULEINE|
ZELINO,M,ZELINO (Z),|SALINHO|SALINO|SAULINO|SELINO|SILINO|SOLINO|SUELINO|SULINO|ZAULINO|ZELINHO|ZELINO|ZOLINO|
SELIO,M,SELIO (S),|SALIO|SELIO|SIELIO|SILIO|SOELIO|SUELIO|ZELIO|ZILIO|ZOELIO|
SALIS,M,SALIS (SS),|SALIS|SELIS|SILEIS|SILIS|SLUIS|SLUIZ|SOLIS|SUELIS|ZELIS|
SALISA,F,SALISA (SS),|SALISA|SALIZA|SELISA|SELIZA|
SOLISMAR,M,SOLISMAR (SSMR),|SALISMAR|SELISMAR|SOLISMAR|SUELISMAR|ZELISMAR|
SALISSA,F,SALISSA (SS),|SALISSA|
ZELITA,F,ZELITA (ZT),|SALITA|SAULITA|SELITA|SILITA|SOLITA|SUELITA|ZALITA|ZELITA|ZEOLITA|ZIOLITA|ZOLITA|ZUELITA|ZULITA|
SALIZETE,F,SALIZETE (SZT),|SALIZETE|SELIZETE|SOLIZETE|
SALLES,M,SALLES (SS),|SALLES|
SALLETE,F,SALLETE (ST),|SALLETE|
SUELLY,F,SUELLY (SI),|SALLI|SALLY|SELLI|SELLY|SILLEI|SOLLY|SUELLI|SUELLY|SULELI|SULLY|ZELLI|ZELLY|ZULLY|
SELMA,F,SELMA (SM),|SALMA|SALMAR|SEILMA|SELMA|SELMAR|SIELMA|SILMA|SILMAR|SOELMA|SOLMA|SOLMAR|SUELMA|SUELMAR|SUILMA|SULMA|SULMAR|SYLMA|SYLMAR|ZAILMA|ZALMA|ZEILMA|ZELMA|ZELMAR|ZIELMA|ZILMA|ZILMAR|ZOELMA|ZOLMA|ZOLMAR|ZUILMA|ZULMA|ZULMAR|
SALMAN,M,SALMAN (SMM),|SALMAN|
SALMEN,M,SALMEN (SMM),|SALMEN|
SALMERON,M,SALMERON (SMM),|SALMEROM|SALMERON|
SELMI,M,SELMI (SM),|SALMI|SALMIR|SELMI|SELMIR|SELMY|SILMEI|SOLMI|SOLMIR|SUELMI|SUELMIR|ZALMIR|ZELMI|ZELMIR|ZOLMIR|ZULMIR|
ZULMIRA,F,ZULMIRA (ZM),|SALMIRA|SELMIRA|SILMIRA|SOLMIRA|SULMIRA|ZALMIRA|ZELMIRA|ZILMIRA|ZOLMIRA|ZULMIRA|
SALMISTA,M,SALMISTA (SMST),|SALMISTA|
SALMITO,M,SALMITO (SMT),|SALMITO|
SELMO,M,SELMO (SM),|SALMO|SELMO|SILMO|SUELMO|ZELMO|ZILMO|
SALMON,M,SALMON (SMM),|SALMOM|SALMON|SILMON|
SALMOS,M,SALMOS (SMS),|SALMOS|
ZALOAR,F,ZALOAR (ZlR),|SALOA|SILOA|ZALOAR|ZELOA|ZILOA|
SALOMAO,M,SALOMAO (SlM),|SALOMAO|SOLOMAO|
SILOMAR,M,SILOMAR (SlMR),|SALOMA|SALOMAR|SELOMAR|SILOMAR|SOLOMAR|ZELOMAR|ZILOMAR|
SALOME,F,SALOME (SlM),|SALOME|SALOMER|
SALOMEA,F,SALOMEA (SlM),|SALOMEA|
SALOMEIA,F,SALOMEIA (SlMI),|SALOMEIA|
SALOMON,M,SALOMON (SlMM),|SALOMON|
SAULOS,M,SAULOS (SlS),|SALOS|SAULOS|SILOS|
SALU,M,SALU (Sl),|SALU|SUELU|ZILU|
SALUA,F,SALUA (Sl),|SALUA|ZALUAR|
SILUANA,F,SILUANA (Sl),|SALUANA|SILUANA|
SALUM,M,SALUM (SlM),|SALUM|
SALUMAO,M,SALUMAO (SlM),|SALUMAO|
SALUS,M,SALUS (SlS),|SALUS|SAULUS|
SALUSTIANA,F,SALUSTIANA (SlST),|SALUSTIANA|
SALUSTIANO,M,SALUSTIANO (SlST),|SALUSTIANO|
SALUSTINO,M,SALUSTINO (SlST),|SALUSTINO|
SALUSTIO,M,SALUSTIO (SlST),|SALUSTIO|
SALUSTRIANA,F,SALUSTRIANA (SlSTR),|SALUSTRIANA|
SALUSTRIANO,M,SALUSTRIANO (SlSTR),|SALUSTRIANO|
SALUSTRINA,F,SALUSTRINA (SlSTR),|SALUSTRINA|
SALUTE,F,SALUTE (SlT),|SALUTE|
SILVA,F,SILVA (SV),|SALVA|SELVA|SILVA|SILVAA|SILVAR|SLVA|SYLVA|ZILVA|
SALVADOR,M,SALVADOR (SVDR),|SALVADO|SALVADOR|SILVADO|
SALVADORA,F,SALVADORA (SVDR),|SALVADORA|
SILVAN,M,SILVAN (SVM),|SALVAN|SILVAM|SILVAN|ZILVAM|ZILVAN|
SILVANA,F,SILVANA (SV),|SALVANA|SELVANA|SIILVANA|SILVAANA|SILVANA|SILVANHA|SILVANNA|SLVANA|SULVANA|SYLVANA|ZILVANA|
SILVANDIR,M,SILVANDIR (SVDR),|SALVANDI|SALVANDIR|SILVANDI|SILVANDIR|
SILVANI,F,SILVANI (SV),|SALVANI|SALVANIR|SALVANY|SELVANI|SILVANEI|SILVANEY|SILVANI|SILVANIR|SILVANY|SILVANYR|ZILVANI|ZILVANIR|
SILVANIA,F,SILVANIA (SV),|SALVANIA|SILVANIA|SILVANYA|SLVANIA|SYLVANIA|ZILVANIA|
SILVANIRA,F,SILVANIRA (SV),|SALVANIRA|SILVANIRA|
SILVARINO,M,SILVARINO (SVR),|SALVARINO|SILVARINO|
SALVATINA,F,SALVATINA (SVT),|SALVATINA|
SALVATO,M,SALVATO (SVT),|SALVATO|
SALVATORE,M,SALVATORE (SVTR),|SALVATORE|
SILVER,M,SILVER (SVR),|SALVE|SILVE|SILVER|
SALVELINA,F,SALVELINA (SV),|SALVALINA|SALVELINA|SALVILINA|SILVALINA|SILVELINA|
SILVALINO,M,SILVALINO (SV),|SALVELINO|SILVALINO|SILVELINO|
SALVENIR,F,SALVENIR (SVR),|SALVENI|SALVENIR|SILVENI|SILVENIR|
SILVIA,F,SILVIA (SV),|SALVIA|SELVIA|SIILVIA|SILVAI|SILVAIR|SILVIA|SILVYA|SLVIA|SOLVIA|SULVIA|SYILVIA|SYLVIA|
SILVIANA,F,SILVIANA (SV),|SALVIANA|SILVIANA|
SILVIANE,F,SILVIANE (SV),|SALVIANE|SILVAINE|SILVIANE|SILVIANNE|
SALVIANO,M,SALVIANO (SV),|SALVIANO|SILVIANO|
SILVINA,F,SILVINA (SV),|SALVINA|SELVINA|SILVINA|SILVINHA|
SILVINO,M,SILVINO (SV),|SALVINO|SELVINO|SILVINHO|SILVINO|SYLVINO|
SILVIO,M,SILVIO (SV),|SALVIO|SELVIO|SILVIO|SLVIO|SYILVIO|SYLVIO|
SILVO,M,SILVO (SV),|SALVO|SELVO|SILVO|SILVYO|SYLVO|
SALWA,F,SALWA (SV),|SALWA|
